mode,opt,tp_ratio,entry_date,entry,sl,sl_pct,tp_pct,apct,outcome,bars,R
GATED,O1,1x,2019-07-23,9864.91,10851.4,10.0,-10.0,8.36,SL,11,-1.0
GATED,O1,1x,2019-09-07,10455.88,11501.47,10.0,-10.0,5.58,TP,17,1.0
GATED,O1,1x,2019-10-05,8126.19,8938.81,10.0,-10.0,5.83,TP,18,1.0
GATED,O1,1x,2019-12-02,7294.28,8023.71,10.0,-10.0,5.87,TP,15,1.0
GATED,O1,1x,2019-12-10,7224.13,7946.54,10.0,-10.0,5.51,TP,8,1.0
GATED,O1,1x,2019-12-24,7255.77,7981.35,10.0,-10.0,5.05,SL,14,-1.0
GATED,O1,1x,2020-03-08,8033.31,8836.64,10.0,-10.0,4.85,TP,4,1.0
GATED,O1,1x,2020-03-27,6359.11,6995.02,10.0,-10.0,9.51,SL,6,-1.0
GATED,O1,1x,2020-04-21,6841.37,7525.51,10.0,-10.0,6.83,SL,2,-1.0
GATED,O1,1x,2020-09-20,10920.28,12012.31,10.0,-10.0,3.86,SL,30,-1.0
GATED,O1,1x,2020-10-01,10619.13,11681.04,10.0,-10.0,3.71,SL,11,-1.0
GATED,O1,1x,2021-01-31,33092.98,36402.28,10.0,-10.0,8.49,SL,3,-1.0
GATED,O1,1x,2021-03-06,48882.2,53770.42,10.0,-10.0,7.41,SL,3,-1.0
GATED,O1,1x,2021-05-04,53200.01,58520.01,10.0,-10.0,6.26,SL,3,-1.0
GATED,O1,1x,2021-05-29,34605.15,38065.67,10.0,-10.0,12.49,SL,4,-1.0
GATED,O1,1x,2021-05-29,34605.15,38065.67,10.0,-10.0,12.49,SL,4,-1.0
GATED,O1,1x,2021-06-05,35513.2,39064.52,10.0,-10.0,11.32,TP,3,1.0
GATED,O1,1x,2021-06-16,38349.01,42183.91,10.0,-10.0,9.53,TP,4,1.0
GATED,O1,1x,2021-07-01,33504.69,36855.16,10.0,-10.0,9.91,TP,19,1.0
GATED,O1,1x,2021-07-01,33504.69,36855.16,10.0,-10.0,9.91,TP,19,1.0
GATED,O1,1x,2021-09-19,47241.75,51965.92,10.0,-10.0,5.03,TP,1,1.0
